Id,Kazakh,Russian,English,Level
757,жазушы,писатель,writer,A1
758,оқырман,читатель,reader,A1
759,өлең,стихотворение,poem,A1
760,өлең жазу,писать стихи,write poems,A1
761,домбыра музыка,домбра музыка,dombra (kazakh stringed мusic folk instrument),A1
762,күй,кюй,kuy,A1
763,қобыз,кобыз,kobuz (kazakh stringed,A1
764,сахна,сцена,stage,A1
765,топ,группа,group,A1
766,көне сәулет,древний архитектура,ancient аrchitecture,A1
767,жоба,проект,project,A1
768,туған күн МЕРЕКЕЛЕР,день рождения ПРАЗДНИКИ,birthday HOLIDAYS,A1
769,үйлену тойы,свадьба,wedding,A1
770,шілдехана,праздник в честь,the feast in honor of the,A1
771,Наурыз мейрамы,праздник Наурыз,Nauryz holiday,A1
772,Құрбан айт,религиозный праздник,“Ait” (religious festival of,A1
773,Жаңа жыл,Новый год,New year,A1
774,Жеңіс күні,День победы,Victory Day,A1
775,Тәуелсіздік күні,День независимости,Independence Day,A1
776,Мемлекеттік рәміздер,День государственных,The day of state symbols,A1
777,құрметті,уважаемый,respect,A1
778,қонақ,гость,visitor/guest,A1
779,қонақжай,гостеприимный,hospitable,A1
780,тосынсый,сюрприз,surprise,A1
781,құттықтау,поздравлять (-ение),congratulate (-tion),A1
782,ұйымдастыру,организовать,organize,A1
783,өткізу,проводить,hold,A1
784,шақыру,приглашать,invite,A1
785,тілек айту,пожелать,wish,A1
786,тойлау,праздновать,celebrate,A1
787,білім беру,образование,education,A1
788,тәрбиеші,воспитатель,mentor,A1
789,білім,знания,knowledge,A1
790,оқушы,ученик(-ца),рupil,A1
791,пән,предмет,subjects,A1
792,тарих,история,history,A1
793,дене шынықтыру,физическая культура,physical training,A1
794,сынып,класс,form/grade,A1
795,сабақ,"занятие, урок",lesson,A1
796,сабақ кестесі,расписание уроков,timetable,A1
797,тақырып,тема,theme,A1
798,тапсырма,задание,task,A1
799,қате,ошибка,mistake,A1
800,әріп,буква,letter,A1
801,дыбыс,звук,sound,A1
802,сөз,слово,word,A1
803,сөйлем,предложение,sentence,A1
804,тақта,доска,blackboard,A1
805,кітап,книга,book,A1
806,оқулық,учебник,text-book,A1
807,сөздік,словарь,dictionary,A1
808,күнделік,дневник,a diary,A1
809,дәптер,тетрадь,exercise book,A1
810,қаламсап,ручка,a pen,A1
811,қарындаш,карандаш,pencil,A1
812,сызғыш,линейка,ruler,A1
813,өшіргіш,резинка,eraser,A1
814,ғылым,наука,science,A1
815,үйрету,обучать,learn/ teach,A1
816,Ештен кеш жақсы.,"Лучше поздно, чем",Better late than never.,A1
817,Өз үйім – өлең төсегім.,Мой дом – моя  крепость.,An Englishman’s home is his castle.,A1
818,Денсаулық – зор байлық.,Здоровье всего дороже.,Good health is above wealth,A1
819,Туған жердің жуасы да тәтті.,Дома и стены лечат.,At home the air is medicine. /Dry bread at home is better than roast meat abroad.,A1
820,Халық – дана.,Народ  мудр.,The people are wise.,A1
821,Адам бір-біріне қонақ.,В жизни человек человеку – гость.,"In life, a man is a guest.",A1
822,Ер дәулеті – еңбек.,Богатство джигита – труд.,The wealth of the jigit is labor.,A1
823,Жері байдың  – елі  бай.,"Где земля богата,  там и","Where the land is rich,",A1
824,Өмір –  үлкен мектеп.,Жизнь – самая большая школа.,Life is the biggest school.,A1
825,Жаны сұлудың тәні сұлу.,Где земля богата, там и народ богат.,Where the land is rich, there people are rich.,A1
826,Сәлеметсіз бе?,Здравствуйте!,Hello!,A2
827,аты-жөні,"фамилия, имя, отчество","surname, first name",A2
828,ағылшын,"англичанин, англичанка",english,A2
829,неміс,"немец, немка",german,A2
830,кешірім өтінемін,прошу прощения,I am sorry,A2
831,айып етпеңіз,извините,excuse me,A2
832,Ақ жол!,Счастливой дороги!,Lucky road!,A2
833,телефон соғу,звонить,ring,A2
834,ата-баба,предки,ancestors,A2
835,"әке-шеше, ата-ана",родители,parents,A2
836,ер азамат,мужчина,man,A2
837,ағайын-туған,родственники,relatives,A2
838,туған,родной,native,A2
839,сәби,малыш,kid family sisters,A2
840,ағалы-інілі,родные братья,siblings,A2
841,қайын жұрт,родственники по линии мужа,in laws,A2
842,қайын ата,"отец мужа, жены",father - in - law,A2
843,қайын ене,"мать мужа, жены",mother- in- law,A2
844,қайын аға,"старший брат мужа, жены",Brother-in -law,A2
845,қайын апа,старшая сестра мужа,sister –in-law,A2
846,абысын,жены братьев,brother’s wives,A2
847,келін,сноха (жена младшей сестры),daughter-in-law (young sister’s wife),A2
848,күйеу бала,зять (муж младшей сестры),son-in-law (young sister’s husband),A2
849,балдыз,младшие родственники жены,younger relatives of the wife,A2
850,бөле,двоюродный (дети сестер),cousin (sisters’s children),A2
851,жезде,зять (муж старшей сестры),son-in-law (elder sister’s husband),A2
852,жеңге,сноха (жена старшего брата),daughter-in-law (elder brother’s the wife),A2
853,жиен,племянник (ребенок сестры),nephew (sister’s child),A2
854,нағашы,родственник по материнской линии,maternal relative,A2
855,немере,внук,grandson,A2
856,немере аға,двоюродный брат (дети братьев),cousin (brother’s children),A2
857,қара шаңырақ,"родительский дом, отчий дом","Parents’ house, father’s house",A2
858,қара шаңырақ иесі,"фразеологизм: младший сын, хранящий очаг отчего дома",phraseology: the youngest son who keeps the hearth of his father at home,A2
859,отау иесі,"фразеологизм: старший сын, создавший свой семейный очаг",phraseology: the eldest son who created his family hearth,A2
860,жасөспірім,подросток,teenagers,A2
861,ардагер,ветеран,veteran,A2
862,үйленген,женатый,married,A2
863,таңғалу,удивляться,be surprised,A2
864,қалау,желать,want,A2
865,алғыр,хваткий,grasping,A2
866,зерек,смышлёный,smart,A2
867,аңқау,наивный,naive,A2
868,дөрекі,грубый,rude,A2
869,"салмақты, сабырлы",спокойный,calm,A2
870,мазасыз,тревожный,disturbing,A2
871,қайғылы,печальный,sad,A2
872,мылжың,болтун,chatterbox,A2
873,тұйық,молчун,молчун,A2
874,шыдамды,терпеливый,patient,A2
875,адал,честный,fair,A2
876,әділ,справедливый,equitable,A2
877,уаймшыл,пессимист,pessimist,A2
878,ашушаң,обидчивый,touchy,A2
879,тапқыр,остроумный,witty,A2
880,сөзге шешен,красноречивый,eloquent,A2
881,мейірімді,гуманный,humane,A2
882,қайырымды,добрый,kind,A2
883,қатыгез,жестокий,cruel,A2
884,сараң,жадный,greedy,A2
885,әдепті,воспитанный,well-mannered,A2
886,тиянақты,"основательный,",solid,A2
887,қатаң,строгий,strict,A2
888,қорқақ,трусливый,sneaking,A2
889,батыл,решительный,decisive,A2
890,ұйқышыл,соня,sleepyhead,A2
891,екі жүз,двести,two hundred,A2
892,нөмір,номер,number,A2
893,біраз,немного,little,A2
894,"мөлшер, шама",размер,the size,A2
895,көлем,объём,volume,A2
896,деңгей,уровень,level,A2
897,үлес,доля,proportion,A2
898,молшылық,изобилие,abundance,A2
899,тұрғын,житель,a citizen,A2
900,кептеліс,пробка,traffic jam,A2
901,жолақы,плата за проезд,payment for travel,A2
902,мәдениет орталығы,культурный центр,сultural сenter,A2
903,шеберхана,мастерская,workshop,A2
904,монша,баня,bathhouse,A2
905,сауда үйі,торговый дом,trading house,A2
906,ойын-сауық орталығы,торгово-,shopping and,A2
907,өнім,продукция,production,A2
908,дүңгіршек,киоск,newsstand,A2
909,алды,впереди,ahead of,A2
910,арты,позади,behind,A2
911,жаны,"рядом, около, возле",near,A2
912,"шапшаң, тез, жылдам",быстро,fast,A2
913,әуесқойлық,хобби,hobbie,A2
914,айтыс,песенное-поэтическое состязание поэтов- импровизаторов,song-poetic contest of poets-improvisers,A2
915,айтыскер,"акын-импровизатор, участвующий в айтысе","akyn-improvisator, who participates in aitys",A2
916,домбыра тарту,играть на домбре,play dombra,A2
917,жеңімпаз,победитель,winner,A2
918,үздік,лучший,best,A2
919,атану,быть названным,be called,A2
920,айырмашылық,"отличие, различие",difference,A2
921,байқау,конкурс,competition,A2
922,басталу,начинаться,start off,A2
923,дамыған,развитый,developed,A2
924,дауыс беру,"голосовать, дать голос",vote,A2
925,ерекше,"особо, особенный",special,A2
926,ерекшелік,особенность,feature,A2
